Athlete,Team,Survey_Completed,Date_New,DayOfEntry,DayOfEntry_TEXT,Sleep_Hours,Nap_Hours,Sleep_Quality,Fatigue,Soreness,Stress,Readiness,Motivation,Wellness/Load
Athlete 13,Team 2,3/13/2019 7:11,NA,2,NA,3.3,0,0,87,49,74,0,14,Wellness
Athlete 323,Team 1,3/13/2019 7:14,NA,1,NA,5.6,0.3,97,33,5,100,61,92,Wellness
Athlete 236,Team 1,3/13/2019 7:38,NA,1,NA,8,0,100,7,63,100,100,100,Wellness
Athlete 1,Team 1,3/13/2019 7:43,NA,1,NA,5,0,16,27,73,40,55,45,Wellness
Athlete 403,Team 1,3/13/2019 10:42,NA,1,NA,5.9,0,32,38,0,77,91,75,Wellness
Athlete 240,Team 1,3/13/2019 12:17,NA,1,NA,9,1,58,10,13,77,36,46,Wellness
Athlete 546,Team 1,3/13/2019 16:36,NA,1,NA,5.2,0,100,0,0,100,100,100,Wellness
Athlete 20,Team 2,3/13/2019 18:42,NA,1,NA,11,0,66,64,0,100,21,61,Wellness
Athlete 459,Team 2,3/14/2019 0:34,NA,1,NA,6,3,46,74,4,90,35,78,Wellness
Athlete 506,Team 2,3/14/2019 7:08,NA,1,NA,8.6,0,51,0,21,100,59,54,Wellness
Athlete 18,Team 1,3/14/2019 7:42,NA,1,NA,7.2,0,93,0,26,100,86,95,Wellness
Athlete 323,Team 1,3/14/2019 7:42,NA,1,NA,7,0,98,12,5,100,82,91,Wellness
Athlete 11,Team 1,3/14/2019 7:47,NA,1,NA,7.3,0,66,3,26,80,19,61,Wellness
Athlete 25,Team 2,3/14/2019 8:06,NA,2,NA,8.3,0,64,15,0,100,14,73,Wellness
Athlete 480,Team 2,3/14/2019 8:36,NA,1,NA,8.7,0,65,36,19,62,44,57,Wellness
Athlete 238,Team 2,3/14/2019 9:53,NA,2,NA,7,0,81,0,12,100,94,98,Wellness
Athlete 387,Team 2,3/14/2019 10:57,NA,1,NA,9.8,0,100,0,27,100,81,95,Wellness
Athlete 201,Team 2,3/14/2019 11:04,NA,1,NA,5.5,0,56,74,10,0,23,14,Wellness
Athlete 25,Team 2,3/14/2019 11:16,NA,1,NA,8.4,0.5,66,18,0,94,17,68,Wellness
Athlete 403,Team 1,3/14/2019 17:21,NA,1,NA,6,0,0,83,60,80,10,29,Wellness
Athlete 546,Team 1,3/14/2019 23:55,NA,1,NA,6.7,0,100,0,0,100,100,98,Wellness
Athlete 186,Team 2,3/15/2019 1:50,NA,1,NA,6.1,0,62,0,4,100,63,70,Wellness
Athlete 459,Team 2,3/15/2019 2:50,NA,1,NA,8,1,61,9,11,94,39,92,Wellness
Athlete 437,Team 1,3/15/2019 2:51,NA,1,NA,6.5,1,52,67,21,34,28,52,Wellness
Athlete 106,Team 1,3/15/2019 2:51,NA,1,NA,8,0.5,89,15,28,93,33,72,Wellness
Athlete 437,Team 1,3/15/2019 2:52,NA,2,NA,4.7,2.5,57,70,30,40,30,67,Wellness
Athlete 43,Team 2,3/15/2019 7:03,NA,1,NA,8,0.5,65,13,5,95,60,70,Wellness
Athlete 201,Team 2,3/15/2019 7:28,NA,1,NA,8.3,0,64,0,32,81,67,82,Wellness
Athlete 236,Team 1,3/15/2019 7:43,NA,1,NA,7.4,0,100,0,19,100,0,100,Wellness
Athlete 506,Team 2,3/15/2019 11:40,NA,1,NA,4.9,0,61,28,0,12,60,52,Wellness
Athlete 387,Team 2,3/15/2019 12:23,NA,1,NA,10,0,98,0,0,100,0,78,Wellness
Athlete 546,Team 1,3/15/2019 12:55,NA,1,NA,7.6,0,100,0,0,100,100,97,Wellness
Athlete 186,Team 2,3/16/2019 1:21,NA,1,NA,8.1,0,53,3,46,94,79,69,Wellness
Athlete 106,Team 1,3/16/2019 7:02,NA,1,NA,10,0,72,15,19,96,26,53,Wellness
Athlete 439,Team 1,3/16/2019 7:02,NA,1,NA,3,0,49,66,17,82,48,50,Wellness
Athlete 459,Team 2,3/16/2019 7:02,NA,1,NA,8,0,71,25,4,94,32,63,Wellness
Athlete 11,Team 1,3/16/2019 7:55,NA,1,NA,8.5,0,86,8,6,86,2,86,Wellness
Athlete 506,Team 2,3/16/2019 8:01,NA,1,NA,7,1.3,55,22,0,100,64,56,Wellness
Athlete 387,Team 2,3/16/2019 9:05,NA,1,NA,5,0,98,0,0,100,0,75,Wellness
Athlete 201,Team 2,3/16/2019 9:31,NA,1,NA,8.7,0,69,11,6,93,50,97,Wellness
Athlete 240,Team 1,3/16/2019 9:44,NA,1,NA,9,0,66,12,10,86,48,58,Wellness
Athlete 546,Team 1,3/16/2019 11:36,NA,1,NA,6,0,100,0,0,100,98,99,Wellness
Athlete 403,Team 1,3/16/2019 13:35,NA,1,NA,7.7,0,78,22,12,68,81,63,Wellness
Athlete 106,Team 1,3/17/2019 2:16,NA,1,NA,10,0,65,19,16,88,32,63,Wellness
Athlete 25,Team 2,3/17/2019 7:30,NA,1,NA,8,0,60,0,0,100,36,66,Wellness
Athlete 201,Team 2,3/17/2019 7:38,NA,1,NA,7.6,0,51,0,43,100,49,69,Wellness
Athlete 18,Team 1,3/17/2019 7:48,NA,1,NA,8,0,93,0,17,100,54,95,Wellness
Athlete 186,Team 2,3/17/2019 8:28,NA,1,NA,6,0,45,11,12,88,72,57,Wellness
Athlete 506,Team 2,3/17/2019 9:10,NA,1,NA,8.9,0,57,0,0,100,62,73,Wellness
Athlete 289,Team 1,3/17/2019 9:37,NA,1,NA,8.8,0,61,32,0,55,79,48,Wellness
Athlete 387,Team 2,3/17/2019 9:40,NA,1,NA,9.1,0,88,0,25,100,0,99,Wellness
Athlete 240,Team 1,3/17/2019 10:30,NA,1,NA,9,0,64,13,0,89,51,50,Wellness
Athlete 1,Team 1,3/18/2019 6:48,NA,1,NA,5,0,31,30,15,70,96,75,Wellness
Athlete 106,Team 1,3/18/2019 7:03,NA,1,NA,6.1,0,40,15,18,88,30,75,Wellness
Athlete 506,Team 2,3/18/2019 7:47,NA,1,NA,8.2,1,54,0,0,100,37,40,Wellness
Athlete 240,Team 1,3/18/2019 7:55,NA,1,NA,8.4,0,60,18,0,82,45,42,Wellness
Athlete 25,Team 2,3/18/2019 8:34,NA,1,NA,8.5,0,64,0,0,91,30,70,Wellness
Athlete 387,Team 2,3/18/2019 9:42,NA,1,NA,8.2,0,97,0,21,100,79,93,Wellness
Athlete 236,Team 1,3/18/2019 10:31,NA,2,NA,6.7,0,93,9,14,100,100,95,Wellness
Athlete 236,Team 1,3/18/2019 10:32,NA,1,NA,7.1,0.8,74,35,17,100,50,77,Wellness
Athlete 546,Team 1,3/18/2019 12:58,NA,1,NA,7.1,0,98,0,0,100,100,99,Wellness
Athlete 106,Team 1,3/19/2019 2:25,NA,1,NA,8.2,0,41,28,27,87,32,57,Wellness
Athlete 439,Team 1,3/19/2019 7:16,NA,1,NA,8,0,81,0,13,95,70,80,Wellness
Athlete 201,Team 2,3/19/2019 7:22,NA,1,NA,9,0,64,57,0,65,51,57,Wellness
Athlete 18,Team 1,3/19/2019 7:34,NA,1,NA,8.1,0,90,0,35,100,57,86,Wellness
Athlete 236,Team 1,3/19/2019 8:15,NA,1,NA,7.4,0,90,5,0,100,100,100,Wellness
Athlete 236,Team 1,3/19/2019 8:17,NA,5,3/14/2019,7.1,0.5,91,0,20,100,100,100,Wellness
Athlete 366,Team 1,3/19/2019 8:49,NA,2,NA,8.4,0,59,11,14,93,82,70,Wellness
Athlete 366,Team 1,3/19/2019 8:51,NA,1,NA,8.1,0,39,18,50,65,55,52,Wellness
Athlete 25,Team 2,3/19/2019 11:22,NA,1,NA,8.3,0,60,17,19,100,30,71,Wellness
Athlete 240,Team 1,3/19/2019 13:48,NA,1,NA,7.6,0,64,22,44,82,57,65,Wellness
Athlete 387,Team 2,3/19/2019 14:00,NA,1,NA,8.3,0,96,0,19,100,91,100,Wellness
Athlete 323,Team 1,3/19/2019 21:28,NA,4,NA,8,0,94,0,3,100,81,100,Wellness
Athlete 323,Team 1,3/19/2019 21:29,NA,3,NA,8.6,0,96,0,2,100,85,100,Wellness
Athlete 323,Team 1,3/19/2019 21:30,NA,2,NA,8.4,0,80,12,4,100,88,87,Wellness
Athlete 323,Team 1,3/19/2019 21:32,NA,1,NA,7.4,0,100,3,0,100,0,97,Wellness
Athlete 506,Team 2,3/20/2019 7:15,NA,1,NA,10.5,0,49,0,0,100,48,62,Wellness
Athlete 323,Team 1,3/20/2019 7:35,NA,1,NA,7.5,0,43,16,5,100,92,81,Wellness
Athlete 18,Team 1,3/20/2019 8:16,NA,1,NA,7.3,0,99,0,0,100,83,100,Wellness
Athlete 25,Team 2,3/20/2019 8:37,NA,1,NA,9,0,75,3,44,68,20,51,Wellness
Athlete 439,Team 1,3/20/2019 8:40,NA,1,NA,7,1,70,0,42,83,70,75,Wellness
Athlete 459,Team 2,3/20/2019 9:21,NA,1,NA,6.5,0,52,15,15,86,40,60,Wellness
Athlete 240,Team 1,3/20/2019 9:22,NA,1,NA,7,0,60,18,49,67,51,48,Wellness
Athlete 236,Team 1,3/20/2019 9:29,NA,1,NA,7,0,100,17,12,100,99,100,Wellness
Athlete 106,Team 1,3/21/2019 5:35,NA,1,NA,8.3,1.5,72,17,6,100,48,86,Wellness
Athlete 459,Team 2,3/21/2019 5:44,NA,1,NA,7.5,1,64,29,4,96,43,77,Wellness
Athlete 43,Team 2,3/21/2019 6:51,NA,1,NA,7.5,2,57,47,5,98,51,74,Wellness
Athlete 506,Team 2,3/21/2019 7:01,NA,1,NA,13,2,42,66,0,83,31,35,Wellness
Athlete 201,Team 2,3/21/2019 7:06,NA,1,NA,7.5,0,67,0,22,100,41,49,Wellness
Athlete 323,Team 1,3/21/2019 7:11,NA,1,NA,6.6,0,94,8,5,100,90,92,Wellness
Athlete 403,Team 1,3/21/2019 7:12,NA,2,NA,6.4,0,35,46,0,67,65,33,Wellness
Athlete 403,Team 1,3/21/2019 7:13,NA,1,NA,6.8,0,26,36,27,83,78,83,Wellness
Athlete 11,Team 1,3/21/2019 7:39,NA,1,NA,8.8,0,90,0,0,98,14,98,Wellness
Athlete 240,Team 1,3/21/2019 7:50,NA,1,NA,8.6,0,62,19,36,86,46,57,Wellness
Athlete 236,Team 1,3/21/2019 8:09,NA,1,NA,7.8,1,89,4,8,100,100,100,Wellness
Athlete 289,Team 1,3/21/2019 8:09,NA,1,NA,8.9,0,76,0,33,64,68,54,Wellness
Athlete 480,Team 2,3/21/2019 8:56,NA,1,NA,7.3,0,64,0,42,96,0,69,Wellness
Athlete 546,Team 1,3/21/2019 10:26,NA,1,NA,7.3,0,100,0,0,100,100,99,Wellness
Athlete 186,Team 2,3/22/2019 2:16,NA,1,NA,5.5,0,41,4,6,95,89,49,Wellness
Athlete 106,Team 1,3/22/2019 2:19,NA,1,NA,6.7,0,61,27,7,93,68,75,Wellness
Athlete 459,Team 2,3/22/2019 2:20,NA,1,NA,6.5,0,56,11,9,91,67,80,Wellness
Athlete 506,Team 2,3/22/2019 3:42,NA,1,NA,4,0,46,18,0,44,17,45,Wellness
Athlete 465,Team 1,3/22/2019 7:14,NA,1,NA,8.6,0,71,0,0,49,40,66,Wellness
Athlete 201,Team 2,3/22/2019 7:19,NA,1,NA,7.9,0,67,29,55,100,0,60,Wellness
Athlete 323,Team 1,3/22/2019 7:21,NA,1,NA,6.1,0,97,7,3,100,94,98,Wellness
Athlete 25,Team 2,3/22/2019 8:23,NA,1,NA,9.3,0,73,0,0,92,20,74,Wellness
Athlete 58,Team 1,3/22/2019 8:45,NA,1,NA,6.1,0,53,63,26,100,20,66,Wellness
Athlete 11,Team 1,3/22/2019 8:50,NA,1,NA,8.9,0,94,0,0,95,5,100,Wellness
Athlete 546,Team 1,3/22/2019 10:53,NA,1,NA,8.3,0,99,0,0,100,100,96,Wellness
Athlete 480,Team 2,3/22/2019 11:40,NA,1,NA,10.7,0,44,73,48,61,11,41,Wellness
Athlete 459,Team 2,3/23/2019 7:17,NA,1,NA,5,0.4,32,67,12,88,67,89,Wellness
Athlete 106,Team 1,3/23/2019 7:17,NA,1,NA,5,0.5,34,16,15,75,83,87,Wellness
Athlete 201,Team 2,3/23/2019 8:03,NA,1,NA,8,0,87,4,0,64,0,84,Wellness
Athlete 240,Team 1,3/23/2019 8:11,NA,1,NA,7.3,0,64,27,38,84,42,36,Wellness
Athlete 236,Team 1,3/23/2019 8:26,NA,1,NA,9.7,0,100,12,21,100,100,100,Wellness
Athlete 11,Team 1,3/23/2019 8:32,NA,1,NA,9.3,0,100,0,0,95,11,93,Wellness
Athlete 25,Team 2,3/23/2019 9:04,NA,1,NA,11.6,0,73,0,0,96,22,68,Wellness
Athlete 506,Team 2,3/23/2019 9:32,NA,1,NA,9.5,0.7,91,22,0,52,64,61,Wellness
Athlete 323,Team 1,3/23/2019 9:34,NA,1,NA,9.5,0,97,0,5,100,95,100,Wellness
Athlete 403,Team 1,3/23/2019 18:43,NA,1,NA,7.8,0,8,24,44,84,67,67,Wellness
Athlete 459,Team 2,3/24/2019 2:18,NA,1,NA,4,0,48,34,32,97,44,63,Wellness
Athlete 186,Team 2,3/24/2019 5:50,NA,1,NA,7.7,0,60,16,23,95,50,45,Wellness
Athlete 506,Team 2,3/24/2019 7:26,NA,1,NA,6.8,0,27,0,0,100,61,51,Wellness
Athlete 240,Team 1,3/24/2019 7:46,NA,1,NA,7.7,0,72,14,24,52,54,49,Wellness
Athlete 236,Team 1,3/24/2019 7:55,NA,1,NA,8.1,0,100,16,30,100,100,100,Wellness
Athlete 43,Team 2,3/24/2019 8:00,NA,1,NA,8,0.5,74,7,18,92,63,68,Wellness
Athlete 43,Team 2,3/24/2019 8:01,NA,2,NA,6,0,45,26,25,87,61,68,Wellness
Athlete 106,Team 1,3/24/2019 9:17,NA,1,NA,5.9,0,73,7,38,84,50,76,Wellness
Athlete 11,Team 1,3/24/2019 9:25,NA,1,NA,8,0,88,0,0,88,14,91,Wellness
Athlete 546,Team 1,3/24/2019 10:37,NA,1,NA,5.8,0,100,0,0,100,96,96,Wellness
Athlete 366,Team 1,3/24/2019 20:51,NA,2,NA,8.7,0,60,8,8,94,66,75,Wellness
Athlete 366,Team 1,3/24/2019 20:53,NA,1,NA,8.1,0,46,12,28,93,77,67,Wellness
Athlete 323,Team 1,3/24/2019 21:09,NA,1,NA,9,0,100,0,3,100,91,100,Wellness
Athlete 106,Team 1,3/25/2019 7:17,NA,1,NA,7.5,2,88,7,37,92,60,74,Wellness
Athlete 289,Team 1,3/25/2019 8:14,NA,1,NA,5,0,10,79,0,39,0,12,Wellness
Athlete 459,Team 2,3/25/2019 8:18,NA,1,NA,4.5,0,84,6,31,84,75,86,Wellness
Athlete 465,Team 1,3/25/2019 8:24,NA,1,NA,8.5,0,45,0,0,61,56,49,Wellness
Athlete 403,Team 1,3/25/2019 8:30,NA,1,NA,5.1,0.4,10,74,0,100,47,51,Wellness
Athlete 506,Team 2,3/25/2019 8:58,NA,1,NA,10.5,0,59,0,0,100,64,63,Wellness
Athlete 325,Team 2,3/25/2019 9:31,NA,1,NA,9.1,1,89,23,0,69,60,66,Wellness
Athlete 546,Team 1,3/25/2019 10:01,NA,1,NA,7.6,0,100,0,0,100,100,100,Wellness
Athlete 43,Team 2,3/25/2019 10:16,NA,1,NA,8.5,0,72,17,13,91,78,79,Wellness
Athlete 323,Team 1,3/25/2019 11:11,NA,1,NA,6.6,1,100,0,0,100,99,100,Wellness
Athlete 201,Team 2,3/25/2019 11:33,NA,1,NA,8,0,96,0,0,79,39,92,Wellness
Athlete 437,Team 1,3/25/2019 12:27,NA,1,NA,8,0,48,63,0,92,26,42,Wellness
Athlete 25,Team 2,3/25/2019 20:32,NA,1,NA,8.3,0,63,0,0,94,31,74,Wellness
Athlete 323,Team 1,3/26/2019 6:54,NA,1,NA,6.6,0,100,5,5,100,95,94,Wellness
Athlete 465,Team 1,3/26/2019 7:03,NA,1,NA,5.1,0,21,28,0,55,35,39,Wellness
Athlete 25,Team 2,3/26/2019 7:20,NA,1,NA,8.6,0,65,10,45,96,19,78,Wellness
Athlete 106,Team 1,3/26/2019 7:27,NA,1,NA,7.1,0,80,6,18,91,75,85,Wellness
Athlete 459,Team 2,3/26/2019 8:07,NA,1,NA,10,0,48,18,34,55,47,70,Wellness
Athlete 186,Team 2,3/26/2019 9:12,NA,1,NA,6,2.9,59,30,12,49,47,40,Wellness
Athlete 43,Team 2,3/26/2019 9:24,NA,1,NA,8,0,68,4,35,94,70,75,Wellness
Athlete 201,Team 2,3/26/2019 9:30,NA,1,NA,7.6,0,63,44,65,34,27,74,Wellness
Athlete 11,Team 1,3/26/2019 9:59,NA,1,NA,8.7,0,83,21,33,92,28,68,Wellness
Athlete 546,Team 1,3/26/2019 11:44,NA,1,NA,7.1,0,99,0,0,100,99,98,Wellness
Athlete 506,Team 2,3/26/2019 12:51,NA,1,NA,8.4,0,59,0,0,100,64,71,Wellness
Athlete 480,Team 2,3/26/2019 18:53,NA,1,NA,6.4,2.5,68,65,14,42,74,51,Wellness
Athlete 238,Team 2,3/26/2019 19:15,NA,2,NA,9.2,2.2,89,81,0,100,0,61,Wellness
Athlete 238,Team 2,3/26/2019 19:17,NA,1,NA,10.6,2,84,66,0,100,0,61,Wellness
Athlete 289,Team 1,3/26/2019 19:24,NA,1,NA,9,2,81,0,0,42,59,45,Wellness
Athlete 403,Team 1,3/26/2019 19:36,NA,1,NA,7.4,0,73,40,0,55,76,67,Wellness
Athlete 437,Team 1,3/26/2019 19:42,NA,1,NA,7.7,0,69,28,0,71,71,68,Wellness
Athlete 323,Team 1,3/27/2019 7:02,NA,1,NA,6,0,100,15,4,100,91,97,Wellness
Athlete 459,Team 2,3/27/2019 7:13,NA,1,NA,7.5,0,47,14,29,63,77,71,Wellness
Athlete 201,Team 2,3/27/2019 7:17,NA,1,NA,8.4,0,80,47,89,57,47,74,Wellness
Athlete 43,Team 2,3/27/2019 7:22,NA,1,NA,7.7,0,71,8,29,94,76,78,Wellness
Athlete 106,Team 1,3/27/2019 7:56,NA,1,NA,7.1,0.5,87,11,33,100,84,92,Wellness
Athlete 25,Team 2,3/27/2019 7:57,NA,1,NA,8.8,0,77,3,28,99,21,65,Wellness
Athlete 11,Team 1,3/27/2019 8:16,NA,1,NA,7.8,0,93,24,47,78,0,73,Wellness
Athlete 480,Team 2,3/27/2019 8:21,NA,1,NA,9.1,0,71,32,76,24,41,52,Wellness
Athlete 1,Team 1,3/27/2019 8:25,NA,1,NA,6.5,0,68,42,14,9,13,61,Wellness
Athlete 289,Team 1,3/27/2019 10:00,NA,1,NA,8.6,0,82,0,49,75,61,61,Wellness
Athlete 186,Team 2,3/27/2019 11:07,NA,1,NA,8.1,0,86,10,7,55,76,59,Wellness
Athlete 403,Team 1,3/27/2019 14:29,NA,1,NA,6.7,0,64,59,17,80,58,55,Wellness
Athlete 437,Team 1,3/27/2019 20:01,NA,1,NA,7.4,0,67,71,44,83,49,39,Wellness
Athlete 323,Team 1,3/28/2019 6:59,NA,1,NA,7,0.3,100,4,8,100,94,95,Wellness
Athlete 236,Team 1,3/28/2019 7:02,NA,2,NA,7,0,83,12,0,100,100,91,Wellness
Athlete 106,Team 1,3/28/2019 7:07,NA,1,NA,5.1,0.8,58,30,29,88,30,82,Wellness
Athlete 25,Team 2,3/28/2019 7:16,NA,1,NA,8.8,0,73,0,10,88,18,63,Wellness
Athlete 459,Team 2,3/28/2019 7:35,NA,1,NA,9,0,51,20,31,70,69,56,Wellness
Athlete 11,Team 1,3/28/2019 7:49,NA,1,NA,7,0,68,32,19,69,27,66,Wellness
Athlete 201,Team 2,3/28/2019 7:57,NA,1,NA,6.1,0,64,35,89,77,24,89,Wellness
Athlete 43,Team 2,3/28/2019 8:21,NA,1,NA,8.5,0,78,10,12,90,62,83,Wellness
Athlete 480,Team 2,3/28/2019 8:36,NA,1,NA,8.4,0,42,41,95,38,37,30,Wellness
Athlete 366,Team 1,3/28/2019 9:06,NA,1,NA,7.9,0,30,53,60,51,10,36,Wellness
Athlete 186,Team 2,3/28/2019 10:20,NA,1,NA,8,0,51,19,21,67,51,52,Wellness
Athlete 506,Team 2,3/28/2019 10:47,NA,1,NA,8.3,0.3,61,0,0,100,72,0,Wellness
Athlete 437,Team 1,3/28/2019 20:04,NA,1,NA,7.8,0,64,62,39,80,33,61,Wellness
Athlete 323,Team 1,3/29/2019 7:12,NA,1,NA,7,0,98,7,1,100,93,95,Wellness
Athlete 106,Team 1,3/29/2019 7:22,NA,1,NA,5.6,0.5,73,16,21,93,48,76,Wellness
Athlete 25,Team 2,3/29/2019 7:23,NA,1,NA,8,0,64,0,10,100,25,66,Wellness
Athlete 480,Team 2,3/29/2019 7:44,NA,1,NA,7.5,0,75,62,61,63,38,45,Wellness
Athlete 459,Team 2,3/29/2019 7:54,NA,1,NA,8.5,0,61,16,19,73,52,65,Wellness
Athlete 11,Team 1,3/29/2019 8:03,NA,1,NA,9.1,0,81,26,25,88,16,87,Wellness
Athlete 58,Team 1,3/29/2019 8:14,NA,1,NA,7,0,20,16,29,100,39,50,Wellness
Athlete 201,Team 2,3/29/2019 8:22,NA,1,NA,8.3,0.7,78,33,37,33,15,42,Wellness
Athlete 186,Team 2,3/29/2019 8:30,NA,1,NA,8.2,0,23,25,8,40,55,49,Wellness
Athlete 43,Team 2,3/29/2019 13:47,NA,1,NA,9,0,69,11,9,81,84,72,Wellness
Athlete 546,Team 1,3/29/2019 14:41,NA,1,NA,6.8,0,100,0,0,100,100,95,Wellness
Athlete 437,Team 1,3/29/2019 19:01,NA,1,NA,8.9,0,71,51,30,44,31,50,Wellness
Athlete 465,Team 1,3/30/2019 7:20,NA,1,NA,6.7,0,65,0,0,80,63,69,Wellness
Athlete 106,Team 1,3/30/2019 7:27,NA,1,NA,7.5,0,60,31,23,92,51,66,Wellness
Athlete 11,Team 1,3/30/2019 7:56,NA,1,NA,7,0,95,30,39,79,0,60,Wellness
Athlete 506,Team 2,3/30/2019 9:17,NA,1,NA,8,0.3,58,23,18,100,66,56,Wellness
Athlete 459,Team 2,3/30/2019 10:44,NA,1,NA,8,0,55,10,19,78,51,66,Wellness
Athlete 18,Team 1,3/30/2019 11:05,NA,1,NA,7.6,0,100,0,9,100,80,100,Wellness
Athlete 43,Team 2,3/30/2019 11:49,NA,1,NA,6.8,0,66,20,9,88,63,61,Wellness
Athlete 238,Team 2,3/30/2019 12:10,NA,3,NA,9.6,0,88,56,0,100,60,84,Wellness
Athlete 238,Team 2,3/30/2019 12:12,NA,2,NA,8.1,0,88,27,30,100,87,96,Wellness
Athlete 238,Team 2,3/30/2019 12:13,NA,1,NA,7.3,0,21,49,53,100,93,94,Wellness
Athlete 186,Team 2,3/30/2019 14:42,NA,1,NA,8.2,0,32,13,0,82,50,54,Wellness
Athlete 366,Team 1,3/30/2019 15:13,NA,2,NA,8.1,0,65,12,49,92,71,63,Wellness
Athlete 366,Team 1,3/30/2019 15:15,NA,2,NA,7.4,0,60,25,49,86,16,75,Wellness
Athlete 403,Team 1,3/30/2019 18:12,NA,2,NA,5.9,0,21,45,22,53,18,54,Wellness
Athlete 403,Team 1,3/30/2019 18:12,NA,1,NA,7.7,0,67,75,0,58,12,57,Wellness
Athlete 43,Team 2,3/31/2019 7:01,NA,1,NA,7.8,0.5,69,18,5,90,54,65,Wellness
Athlete 459,Team 2,3/31/2019 7:31,NA,1,NA,8,0,59,29,33,75,67,66,Wellness
Athlete 325,Team 2,3/31/2019 7:49,NA,1,NA,6.1,0,73,32,43,86,62,67,Wellness
Athlete 506,Team 2,3/31/2019 7:58,NA,1,NA,2,0,53,78,0,91,66,71,Wellness
Athlete 11,Team 1,3/31/2019 8:29,NA,1,NA,8.9,0,96,22,20,89,1,88,Wellness
Athlete 25,Team 2,3/31/2019 8:51,NA,1,NA,9.1,0,71,0,0,97,21,67,Wellness
Athlete 465,Team 1,3/31/2019 9:32,NA,1,NA,8,0,85,0,0,44,35,77,Wellness
Athlete 106,Team 1,3/31/2019 10:10,NA,1,NA,6.9,0,39,49,16,96,59,64,Wellness
Athlete 186,Team 2,3/31/2019 11:05,NA,1,NA,8.6,0,47,12,9,58,35,51,Wellness
Athlete 546,Team 1,3/31/2019 14:26,NA,1,NA,5.8,0,100,0,0,100,100,94,Wellness
Athlete 323,Team 1,3/31/2019 17:19,NA,2,NA,7,0,100,8,5,100,92,97,Wellness
Athlete 323,Team 1,3/31/2019 17:23,NA,1,NA,8.5,1,100,0,0,100,89,100,Wellness
Athlete 236,Team 1,3/31/2019 18:23,NA,1,NA,8,0,100,14,12,100,100,100,Wellness
Athlete 236,Team 1,3/31/2019 18:24,NA,1,NA,7,0,86,10,0,100,100,100,Wellness
Athlete 462,Team 1,3/31/2019 23:38,NA,1,NA,9.3,0,77,0,0,100,75,94,Wellness
Athlete 437,Team 1,3/31/2019 23:59,NA,1,NA,6.4,0,58,67,5,65,42,56,Wellness
Athlete 106,Team 1,4/1/2019 7:03,NA,1,NA,5.3,0,67,33,12,87,84,84,Wellness
Athlete 459,Team 2,4/1/2019 7:04,NA,1,NA,7.5,0,56,18,15,80,63,81,Wellness
Athlete 323,Team 1,4/1/2019 7:14,NA,1,NA,6.3,0.5,89,11,0,100,76,86,Wellness
Athlete 43,Team 2,4/1/2019 7:25,NA,1,NA,8,0.5,69,12,3,73,70,70,Wellness
Athlete 11,Team 1,4/1/2019 7:50,NA,1,NA,8,0,51,25,68,75,4,71,Wellness
Athlete 403,Team 1,4/1/2019 7:52,NA,1,NA,5.1,0,0,88,59,43,12,65,Wellness
Athlete 462,Team 1,4/1/2019 8:00,NA,1,NA,6.6,0,71,0,36,88,53,63,Wellness
Athlete 437,Team 1,4/1/2019 8:45,NA,1,NA,6.2,0,59,63,0,33,66,74,Wellness
Athlete 506,Team 2,4/1/2019 9:04,NA,1,NA,8.4,1,66,0,0,100,24,60,Wellness
Athlete 238,Team 2,4/1/2019 10:58,NA,2,NA,8.2,0,79,0,53,100,0,88,Wellness
Athlete 238,Team 2,4/1/2019 10:59,NA,2,NA,8.2,0,75,0,23,81,97,95,Wellness
Athlete 236,Team 1,4/1/2019 11:38,NA,1,NA,8,0.6,100,16,42,100,100,100,Wellness
Athlete 546,Team 1,4/1/2019 16:51,NA,1,NA,6.9,0,99,0,0,100,100,100,Wellness
Athlete 186,Team 2,4/1/2019 18:02,NA,1,NA,8,0,50,2,2,72,27,43,Wellness
Athlete 506,Team 2,4/2/2019 7:17,NA,1,NA,6.8,0,42,0,0,35,0,54,Wellness
Athlete 462,Team 1,4/2/2019 7:55,NA,1,NA,6.5,0,74,9,51,91,33,67,Wellness
Athlete 236,Team 1,4/2/2019 7:55,NA,1,NA,6.9,0,91,10,26,100,100,94,Wellness
Athlete 11,Team 1,4/2/2019 8:16,NA,1,NA,6.5,0,31,21,64,75,8,69,Wellness
Athlete 106,Team 1,4/2/2019 8:38,NA,1,NA,7,0,77,27,9,96,63,77,Wellness
Athlete 459,Team 2,4/2/2019 8:47,NA,1,NA,8.6,0,57,26,37,79,55,90,Wellness
Athlete 43,Team 2,4/2/2019 9:25,NA,1,NA,8.7,0,62,8,7,94,77,73,Wellness
Athlete 186,Team 2,4/2/2019 9:25,NA,1,NA,6.5,0.2,34,38,2,60,35,41,Wellness
Athlete 546,Team 1,4/2/2019 11:36,NA,1,NA,5.8,0,98,0,0,100,100,100,Wellness
Athlete 323,Team 1,4/2/2019 11:56,NA,1,NA,7.4,0,96,2,11,100,92,100,Wellness
Athlete 437,Team 1,4/2/2019 14:28,NA,1,NA,7.4,0,67,66,2,72,76,73,Wellness
Athlete 25,Team 2,4/2/2019 19:57,NA,1,NA,8,0,59,18,0,100,15,64,Wellness
